Learner,Country,Gender,YOB,Level of Education
Learner 4372,Italy,Female,1991,Master's Degree
Learner 4382,Saudi Arabia,Male,1991,Academic Degree
Learner 4391,South Korea,Female,1991,Academic Degree
Learner 4399,Spain,Male,1991,Undergraduate
Learner 4401,France,Female,1991,Academic Degree
Learner 4402,France,Male,1991,Academic Degree
Learner 4406,France,Female,1991,Academic Degree
Learner 4408,France,Male,1991,Undergraduate
Learner 4411,South Korea,Male,1991,Master's Degree
Learner 4412,Germany,Female,1991,Academic Degree
Learner 4419,Germany,Female,1991,Master's Degree
Learner 4432,Spain,Male,1991,Master's Degree
Learner 4443,Saudi Arabia,Female,1991,Academic Degree
Learner 4444,Saudi Arabia,Male,1991,Master's Degree
Learner 4478,France,Female,1991,Undergraduate
Learner 4480,Saudi Arabia,Male,1991,Master's Degree
Learner 4491,South Korea,Female,1991,Master's Degree
Learner 4523,Germany,Female,1991,Undergraduate
Learner 4526,Germany,Male,1991,Master's Degree
Learner 4537,Spain,Male,1991,Master's Degree
Learner 4551,France,Female,1991,Master's Degree
Learner 4569,Italy,Female,1991,Master's Degree
Learner 4596,France,Female,1991,Undergraduate
Learner 4601,France,Male,1991,Undergraduate
Learner 4612,Germany,Male,1991,Undergraduate
Learner 4627,Italy,Female,1991,Master's Degree
Learner 4628,France,Male,1991,Master's Degree
Learner 4633,Italy,Male,1991,Master's Degree
Learner 4647,South Korea,Female,1991,Master's Degree
Learner 4655,Italy,Male,1991,Master's Degree
Learner 4660,Spain,Female,1991,Academic Degree
Learner 4668,Saudi Arabia,Female,1991,Academic Degree
Learner 4676,Saudi Arabia,Female,1991,Master's Degree
Learner 4681,France,Male,1991,Academic Degree
Learner 4702,South Korea,Female,1991,Master's Degree
Learner 4714,Saudi Arabia,Male,1991,Academic Degree
Learner 4717,South Korea,Female,1991,Master's Degree
Learner 4724,Saudi Arabia,Female,1991,Undergraduate
Learner 4728,Saudi Arabia,Female,1991,Undergraduate
Learner 4739,Spain,Female,1991,Undergraduate
Learner 4744,South Korea,Male,1991,Undergraduate
Learner 4759,Germany,Male,1991,Master's Degree
Learner 4772,Spain,Female,1991,Academic Degree
Learner 4777,Germany,Female,1991,Undergraduate
Learner 4778,Saudi Arabia,Male,1991,Undergraduate
Learner 4788,Italy,Female,1991,Master's Degree
Learner 4796,Spain,Female,1991,Undergraduate
Learner 4801,Saudi Arabia,Male,1991,Undergraduate
Learner 4802,Italy,Male,1991,Master's Degree
Learner 4806,Saudi Arabia,Female,1991,Academic Degree
Learner 4822,Italy,Male,1991,Academic Degree
Learner 4838,Saudi Arabia,Male,1991,Master's Degree
Learner 4849,Saudi Arabia,Male,1991,Undergraduate
Learner 4855,France,Female,1991,Academic Degree
Learner 4863,Italy,Female,1991,Undergraduate
Learner 4877,Saudi Arabia,Male,1991,Master's Degree
Learner 4883,Germany,Male,1991,Master's Degree
Learner 4892,France,Male,1991,Undergraduate
Learner 4914,France,Female,1991,Academic Degree
Learner 4931,South Korea,Female,1991,Undergraduate
Learner 4947,South Korea,Female,1991,Master's Degree
Learner 3,Australia,Female,1992,Undergraduate
Learner 9,United Kingdom,Male,1992,Academic Degree
Learner 23,United States,Male,1992,Master's Degree
Learner 36,United Kingdom,Male,1992,Master's Degree
Learner 50,United Kingdom,Male,1992,Master's Degree
Learner 67,United States,Male,1992,Master's Degree
Learner 68,United Kingdom,Female,1992,Academic Degree
Learner 85,United States,Male,1992,Academic Degree
Learner 98,Canada,Female,1992,Academic Degree
Learner 108,Canada,Female,1992,Master's Degree
Learner 110,Canada,Male,1992,Master's Degree
Learner 120,United States,Male,1992,Master's Degree
Learner 128,United States,Female,1992,Master's Degree
Learner 136,Canada,Male,1992,Undergraduate
Learner 146,United States,Female,1992,Academic Degree
Learner 156,United States,Male,1992,Academic Degree
Learner 174,United States,Male,1992,Academic Degree
Learner 195,United States,Male,1992,Academic Degree
Learner 201,United Kingdom,Male,1992,Undergraduate
Learner 207,United States,Female,1992,Undergraduate
Learner 211,Canada,Female,1992,Master's Degree
Learner 228,Canada,Female,1992,Master's Degree
Learner 229,Canada,Female,1992,Academic Degree
Learner 235,United Kingdom,Female,1992,Academic Degree
Learner 259,Canada,Male,1992,Academic Degree
Learner 266,United States,Male,1992,Undergraduate
Learner 278,United Kingdom,Male,1992,Undergraduate
Learner 284,Australia,Male,1992,Undergraduate
Learner 299,United States,Female,1992,Academic Degree
Learner 304,United Kingdom,Male,1992,Academic Degree
Learner 333,Australia,Male,1992,Master's Degree
Learner 338,Australia,Male,1992,Master's Degree
Learner 349,Australia,Female,1992,Academic Degree
Learner 357,United States,Male,1992,Undergraduate
Learner 358,United Kingdom,Male,1992,Master's Degree
Learner 365,United Kingdom,Female,1992,Undergraduate
Learner 372,United States,Female,1992,Academic Degree
Learner 374,United Kingdom,Male,1992,Master's Degree
Learner 388,United Kingdom,Male,1992,Master's Degree
Learner 389,United Kingdom,Male,1992,Academic Degree
Learner 394,United States,Female,1992,Undergraduate
Learner 399,United Kingdom,Male,1992,Academic Degree
Learner 437,Australia,Male,1992,Master's Degree
Learner 441,Canada,Female,1992,Master's Degree
Learner 444,United States,Male,1992,Undergraduate
Learner 453,United Kingdom,Male,1992,Master's Degree
Learner 461,United Kingdom,Male,1992,Undergraduate
Learner 463,United States,Male,1992,Master's Degree
Learner 473,Canada,Female,1992,Academic Degree
Learner 479,United Kingdom,Female,1992,Academic Degree
Learner 483,United Kingdom,Female,1992,Master's Degree
Learner 491,Australia,Female,1992,Academic Degree
Learner 513,United Kingdom,Female,1992,Academic Degree
Learner 519,Canada,Male,1992,Undergraduate
Learner 526,Canada,Female,1992,Academic Degree
Learner 533,Australia,Female,1992,Academic Degree
Learner 550,United Kingdom,Male,1992,Master's Degree
Learner 558,Australia,Male,1992,Undergraduate
Learner 563,United States,Male,1992,Undergraduate
Learner 574,United States,Female,1992,Undergraduate
Learner 580,United Kingdom,Female,1992,Academic Degree
Learner 583,Australia,Male,1992,Academic Degree
Learner 599,United Kingdom,Female,1992,Academic Degree
Learner 600,Australia,Female,1992,Academic Degree
Learner 608,United Kingdom,Male,1992,Master's Degree
Learner 611,United States,Female,1992,Undergraduate
Learner 618,Canada,Male,1992,Undergraduate
Learner 633,Canada,Female,1992,Undergraduate
Learner 648,United Kingdom,Male,1992,Academic Degree
Learner 659,Australia,Female,1992,Undergraduate
Learner 664,Australia,Male,1992,Master's Degree
Learner 677,Canada,Male,1992,Academic Degree
Learner 679,Canada,Male,1992,Undergraduate
Learner 682,Australia,Male,1992,Master's Degree
Learner 686,United Kingdom,Male,1992,Undergraduate
Learner 688,Australia,Male,1992,Master's Degree
Learner 703,Canada,Female,1992,Undergraduate
Learner 707,Canada,Male,1992,Academic Degree
Learner 725,United Kingdom,Male,1992,Academic Degree
Learner 732,United Kingdom,Male,1992,Master's Degree
Learner 738,United Kingdom,Female,1992,Academic Degree
Learner 753,Australia,Male,1992,Undergraduate
Learner 754,United Kingdom,Female,1992,Master's Degree
Learner 755,United Kingdom,Female,1992,Master's Degree
Learner 776,United Kingdom,Male,1992,Academic Degree
Learner 816,Canada,Female,1992,Academic Degree
Learner 819,Canada,Male,1992,Academic Degree
Learner 821,Canada,Female,1992,Academic Degree
Learner 843,United Kingdom,Male,1992,Master's Degree
Learner 871,Canada,Female,1992,Master's Degree
Learner 900,United Kingdom,Female,1992,Academic Degree
Learner 912,United States,Female,1992,Master's Degree
Learner 940,United States,Female,1992,Undergraduate
Learner 943,United States,Male,1992,Master's Degree
Learner 949,Canada,Male,1992,Undergraduate
Learner 953,Australia,Male,1992,Academic Degree
Learner 963,Australia,Female,1992,Undergraduate
Learner 964,Australia,Female,1992,Undergraduate
Learner 987,Canada,Male,1992,Undergraduate
Learner 988,United Kingdom,Male,1992,Academic Degree
Learner 990,United States,Female,1992,Academic Degree
Learner 992,Australia,Male,1992,Academic Degree
Learner 993,Australia,Female,1992,Master's Degree
Learner 999,Canada,Female,1992,Academic Degree
Learner 1000,Australia,Female,1992,Master's Degree
Learner 1008,United States,Male,1992,Academic Degree
Learner 1019,Australia,Male,1992,Undergraduate
Learner 1020,Canada,Male,1992,Academic Degree
Learner 1021,Australia,Male,1992,Undergraduate
Learner 1037,Australia,Female,1992,Undergraduate
Learner 1042,Australia,Female,1992,Academic Degree
Learner 1047,United Kingdom,Female,1992,Academic Degree
Learner 1063,Canada,Male,1992,Master's Degree
Learner 1065,United Kingdom,Male,1992,Academic Degree
Learner 1067,United Kingdom,Female,1992,Academic Degree
Learner 1076,Canada,Male,1992,Master's Degree
Learner 1087,Canada,Male,1992,Undergraduate
Learner 1096,Australia,Female,1992,Master's Degree
Learner 1112,Canada,Male,1992,Master's Degree
Learner 1117,Canada,Female,1992,Master's Degree
Learner 1124,United States,Male,1992,Undergraduate
Learner 1132,United Kingdom,Male,1992,Academic Degree
Learner 1147,United Kingdom,Female,1992,Undergraduate
Learner 1158,Australia,Female,1992,Master's Degree
Learner 1171,Canada,Male,1992,Academic Degree
Learner 1172,Canada,Male,1992,Academic Degree
Learner 1178,United States,Male,1992,Master's Degree
Learner 1179,United States,Male,1992,Master's Degree
Learner 1184,United States,Male,1992,Undergraduate
Learner 1186,United Kingdom,Male,1992,Academic Degree
Learner 1191,Canada,Male,1992,Master's Degree
Learner 1195,Australia,Male,1992,Master's Degree
Learner 1196,United Kingdom,Female,1992,Academic Degree
Learner 1199,Canada,Male,1992,Academic Degree
Learner 1201,United Kingdom,Female,1992,Master's Degree
Learner 1205,United States,Female,1992,Undergraduate
Learner 1208,Australia,Female,1992,Master's Degree
Learner 1227,United States,Female,1992,Undergraduate
Learner 1234,Canada,Male,1992,Master's Degree
Learner 1237,United States,Male,1992,Undergraduate
Learner 1239,Canada,Female,1992,Master's Degree
Learner 1243,Australia,Female,1992,Academic Degree
Learner 1245,United Kingdom,Male,1992,Master's Degree
Learner 1246,United States,Male,1992,Master's Degree
Learner 1258,United Kingdom,Female,1992,Master's Degree
Learner 1261,United Kingdom,Female,1992,Undergraduate
Learner 1267,Canada,Female,1992,Master's Degree
Learner 1274,Canada,Female,1992,Undergraduate
Learner 1276,United States,Male,1992,Undergraduate
Learner 1280,United States,Female,1992,Undergraduate
Learner 1282,United States,Male,1992,Undergraduate
Learner 1290,Canada,Female,1992,Undergraduate
Learner 1293,United States,Male,1992,Master's Degree
Learner 1321,Australia,Female,1992,Academic Degree
Learner 1325,United Kingdom,Female,1992,Academic Degree
Learner 1327,United Kingdom,Female,1992,Academic Degree
Learner 1337,Canada,Male,1992,Academic Degree
Learner 1348,United States,Male,1992,Undergraduate
Learner 1359,United Kingdom,Male,1992,Undergraduate
Learner 1360,Canada,Male,1992,Academic Degree
Learner 1367,United Kingdom,Female,1992,Academic Degree
Learner 1368,Canada,Female,1992,Academic Degree
Learner 1388,Australia,Male,1992,Undergraduate
Learner 1395,Canada,Male,1992,Undergraduate
Learner 1406,Australia,Female,1992,Academic Degree
Learner 1410,Canada,Female,1992,Academic Degree
Learner 1412,United States,Male,1992,Academic Degree
Learner 1413,Australia,Female,1992,Academic Degree
Learner 1423,United Kingdom,Female,1992,Master's Degree
Learner 1424,Canada,Female,1992,Master's Degree
Learner 1428,Canada,Male,1992,Undergraduate
Learner 1454,United Kingdom,Male,1992,Undergraduate
Learner 1458,Canada,Female,1992,Master's Degree
Learner 1465,Canada,Male,1992,Undergraduate
Learner 1473,United Kingdom,Male,1992,Academic Degree
Learner 1481,United States,Female,1992,Undergraduate
Learner 1483,United Kingdom,Male,1992,Academic Degree
Learner 1490,United Kingdom,Female,1992,Undergraduate
Learner 1492,Australia,Male,1992,Undergraduate
Learner 1510,Australia,Female,1992,Master's Degree
Learner 1533,Australia,Female,1992,Master's Degree
Learner 1543,Canada,Female,1992,Undergraduate
Learner 1555,United Kingdom,Female,1992,Master's Degree
Learner 1558,United Kingdom,Female,1992,Master's Degree
Learner 1559,United Kingdom,Female,1992,Undergraduate
Learner 1569,United States,Female,1992,Academic Degree
Learner 1570,Canada,Male,1992,Master's Degree
Learner 1584,Australia,Female,1992,Academic Degree
Learner 1587,United Kingdom,Female,1992,Academic Degree
Learner 1597,United States,Male,1992,Undergraduate
Learner 1601,Canada,Male,1992,Undergraduate
Learner 1604,United Kingdom,Male,1992,Undergraduate
Learner 1626,Australia,Male,1992,Academic Degree
Learner 1629,United Kingdom,Female,1992,Master's Degree
Learner 1641,Canada,Female,1992,Master's Degree
Learner 1642,United Kingdom,Female,1992,Undergraduate
Learner 1658,United Kingdom,Female,1992,Academic Degree
Learner 1660,United Kingdom,Male,1992,Master's Degree
Learner 1665,United States,Male,1992,Academic Degree
Learner 1668,United Kingdom,Male,1992,Master's Degree
Learner 1677,United Kingdom,Female,1992,Academic Degree
Learner 1679,United Kingdom,Female,1992,Academic Degree
Learner 1683,United States,Female,1992,Academic Degree
Learner 1686,United States,Female,1992,Undergraduate
Learner 1690,United States,Female,1992,Master's Degree
Learner 1700,United Kingdom,Male,1992,Master's Degree
Learner 1701,Canada,Male,1992,Academic Degree
Learner 1705,Canada,Female,1992,Master's Degree
Learner 1712,United Kingdom,Male,1992,Undergraduate
Learner 1715,United States,Male,1992,Undergraduate
Learner 1723,United Kingdom,Female,1992,Undergraduate
Learner 1730,Australia,Male,1992,Master's Degree
Learner 1742,Australia,Female,1992,Master's Degree
Learner 1743,United Kingdom,Female,1992,Master's Degree
Learner 1750,Canada,Male,1992,Master's Degree
Learner 1753,Canada,Male,1992,Master's Degree
Learner 1756,United States,Female,1992,Undergraduate
Learner 1760,United Kingdom,Male,1992,Academic Degree
Learner 1763,United Kingdom,Male,1992,Master's Degree
Learner 1779,United States,Female,1992,Academic Degree
Learner 1784,Australia,Male,1992,Undergraduate
Learner 1791,Australia,Female,1992,Academic Degree
Learner 1802,United Kingdom,Female,1992,Academic Degree
Learner 1807,Australia,Female,1992,Undergraduate
Learner 1812,United Kingdom,Male,1992,Master's Degree
Learner 1813,United Kingdom,Male,1992,Academic Degree
Learner 1835,United States,Male,1992,Undergraduate
Learner 1838,United States,Male,1992,Master's Degree
Learner 1845,United States,Female,1992,Undergraduate
Learner 1846,Australia,Female,1992,Master's Degree
Learner 1860,United States,Female,1992,Academic Degree
Learner 1866,United Kingdom,Male,1992,Academic Degree
Learner 1877,United States,Male,1992,Undergraduate
Learner 1879,Canada,Male,1992,Undergraduate
Learner 1886,United Kingdom,Male,1992,Undergraduate
Learner 1896,United Kingdom,Male,1992,Master's Degree
Learner 1924,Canada,Male,1992,Undergraduate
Learner 1927,United States,Female,1992,Undergraduate
Learner 1934,Australia,Female,1992,Master's Degree
Learner 1951,United States,Male,1992,Academic Degree
Learner 1966,Canada,Female,1992,Academic Degree
Learner 1976,United Kingdom,Male,1992,Master's Degree
Learner 1979,Australia,Female,1992,Master's Degree
Learner 1981,United States,Female,1992,Academic Degree
Learner 1990,Canada,Female,1992,Undergraduate
Learner 1994,Australia,Male,1992,Undergraduate
